Sample,abstract,source_llm,story_id,story_text,review_criterion,human_label,auto_label,annotator_decision,review_flag,actual_flag,row_type,partner_story_ids,human_partner_label,ensemble_confidence,fired_models,llm_justification
additional,A17,O1_mini,US10,"As a quality assurance specialist, I want to monitor the prediction system’s performance metrics, so that I can ensure its reliability and accuracy in clinical settings.",atomic,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A2,Gemini_1.5_flash,US5,"As a school administrator, I want a system that helps identify students at risk of aggressive behavior so that I can implement targeted interventions and create a safer learning environment.",atomic,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A17,Llama 3.1 70b,US7,"As a researcher, I want to be able to identify the most important physiological signals for making accurate and reliable predictions of apnea and hypopnea events, so that I can refine the system to focus on the most critical data.",atomic,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A22,Gemini_1.5_flash,US2,"As a freelancer on an online labor marketplace, I want a fair and accurate assessment of my skills and experience, not just based on unreliable ratings.",atomic,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A22,O1_mini,US7,"As a freelancer, I want a fair and transparent evaluation system, so that my chances of being hired are based on my actual skills and past performance rather than inflated ratings.",atomic,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A10,Llama 3.1 70b,US2,"As a healthcare professional, I want to use a predictive model that can outperform diabetes experts in predicting blood glucose levels, so that I can provide more accurate and effective care to my patients.",atomic,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A24,O1_mini,US8,"As a librarian, I want the ArnetMiner system to integrate seamlessly with existing digital libraries, so that users have unified access to comprehensive academic data.",atomic,0,0,0,OK,OK,FLAGGED,,,0.5,,
additional,A24,Llama 3.1 70b,US5,"As a researcher, I want to be able to search for people with specific expertise or areas of interest, so that I can identify potential collaborators or mentors.",atomic,0,0,0,OK,OK,FLAGGED,,,0.5,,
additional,A22,Llama 3.1 70b,US8,"As a system administrator, I want to evaluate the proposed framework on a large dataset of jobs and applicants so that I can determine its effectiveness in improving hiring decisions.",atomic,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A16,Llama 3.1 70b,US2,"As a researcher, I want to extract feature sets from cry audio signals, including Mel frequency cepstral coefficients (MFCC), auditory-inspired amplitude modulation (AAM) features, and prosody features, so that I can develop a comprehensive diagnostic system.",atomic,1,1,0,OK,OK,FLAGGED,,,1.0,GPT120b+DSv3,
additional,A11,Gemini_1.5_flash,US6,"As a system developer, I want the ML-ACS to adapt to different image formats and resolutions commonly used in product packaging and branding.",atomic,1,1,0,OK,OK,FLAGGED,,,1.0,GPT120b+DSv3,
additional,A18,Llama 3.1 70b,US10,"As a healthcare administrator, I want to implement a computer-aided diagnosis system that can be used for early diagnosis and treatment of diseases in a clinical environment, so that I can improve patient outcomes and reduce healthcare costs.",conceptually_sound,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A15,Gemini_1.5_flash,US2,"As a social worker, I want to use a tool that predicts income levels to help me assess the needs of my clients and connect them with appropriate support services.",conceptually_sound,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A22,O1_mini,US10,"As an academic researcher, I want access to the assessment framework’s evaluation data, so that I can study its effectiveness in improving hiring outcomes in online labor marketplaces.",conceptually_sound,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A19,O1_mini,US9,"As a customer service manager, I want to use the prediction model’s insights to proactively address potential default risks, so that we can offer support to customers before defaults occur.",conceptually_sound,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A7,Llama 3.1 70b,US10,"As a policymaker, I want to use the results of machine learning algorithms to inform policy decisions about mental health care, resource allocation, and education to improve mental health outcomes at the population level.",conceptually_sound,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A12,Llama 3.1 70b,US6,"As a policy maker, I want to use the FVVI to identify population characteristics that have the greatest impact on firearm violence, such as historical third grade math scores and having a parent jailed during childhood, so that I can develop targeted interventions.",conceptually_sound,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A23,Gemini_1.5_flash,US6,"As a developer of educational tools, I want to integrate PAWS into my resources to teach students about the potential biases and limitations of search engines.",conceptually_sound,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A15,Gemini_1.5_flash,US9,"As a citizen concerned about income inequality, I want to see the results of machine learning models used to inform policy decisions and promote economic justice.",conceptually_sound,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A1,Gemini_1.5_flash,US5,"As an environmentalist, I want AVs that are programmed for fuel efficiency and can reduce overall emissions and pollution in our cities.",conceptually_sound,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A1,Llama 3.1 70b,US7,"As a passenger, I want to enjoy the increased comfort and convenience of Autonomous Vehicles (AVs), including the release of driver time and business opportunities, so that I can be more productive and relaxed during my journey.",conceptually_sound,1,1,0,OK,OK,FLAGGED,,,1.0,GPT120b+DSTerm,
additional,A10,Gemini_1.5_flash,US6,"As a health insurance provider, I want to see if this model can be used to reduce the risk of complications and hospitalizations for people with diabetes.",conceptually_sound,1,1,0,OK,OK,FLAGGED,,,1.0,GPT120b+DSTerm,
additional,A23,Gemini_1.5_flash,US7,"As a librarian or information professional, I want to use PAWS to understand the strengths and weaknesses of different search engines and guide my users towards reliable and diverse information sources.",conceptually_sound,0,0,1,OK,OK,FLAGGED,,,0.5,,
additional,A13,Llama 3.1 70b,US7,"As a researcher, I want to apply the AI-DrugNet framework to identify potential drug combinations for other diseases beyond AD, so that I can explore its broad applicability and generalizability.",estimatable,1,1,1,OK,OK,FLAGGED,,,0.333,DSTerm,
additional,A6,Llama 3.1 70b,US2,"As a researcher, I want to develop a method to recognize driver intention and behavior using Gaussian Mixture Model (GMM) to make ADAS more human-like and personalized.",estimatable,1,1,1,OK,OK,FLAGGED,,,0.333,DSTerm,
additional,A21,O1_mini,US1,"As an online marketplace manager, I want to analyze racial and gender biases in worker evaluations on TaskRabbit and Fiverr, so that I can implement policies to promote fair employment practices.",estimatable,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
additional,A10,Gemini_1.5_flash,US10,"As a person with a fear of needles, I want to explore if this model can help me reduce the frequency of finger pricks for blood sugar monitoring.",estimatable,1,1,1,OK,OK,FLAGGED,,,0.333,DSTerm,
additional,A5,Gemini_1.5_flash,US8,"As a facility manager, I want to ensure the robot operates safely and securely within the facility.",estimatable,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
additional,A21,Gemini_1.5_flash,US2,"As a client on an online platform, I want to be aware of potential biases in my own hiring decisions and strive to be fair and objective.",estimatable,1,1,1,OK,OK,FLAGGED,,,0.667,DSTerm+GPT20b,
additional,A23,Gemini_1.5_flash,US9,"As a data scientist, I want to explore new ways to analyze and visualize the differences between search engine results, including using machine learning and natural language processing techniques.",estimatable,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
additional,A7,Gemini_1.5_flash,US9,"As a developer of the mobile app for the tool, I want to develop a user-friendly interface that is culturally sensitive and inclusive for diverse target groups.",estimatable,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
additional,A13,Gemini_1.5_flash,US6,"As a regulatory scientist, I want the AI-DrugNet predictions to be accompanied by information on the existing safety and efficacy profiles of the repurposed or combined drugs.",estimatable,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A11,O1_mini,US1,"As a security engineer, I want to generate accurate printed CDP from digital templates, so that anti-counterfeiting features are reliably produced across various printing devices.",estimatable,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A17,O1_mini,US9,"As a healthcare provider, I want to access detailed reports on predicted apnea and hypopnea events, so that I can tailor treatment plans to individual patient needs.",estimatable,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A14,Gemini_1.5_flash,US8,"As a consumer, I want to use a mobile app connected to the system to see estimated taxi and ride-hailing wait times in different areas before requesting a ride.",estimatable,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A6,Gemini_1.5_flash,US4,"As a car manufacturer integrating ADAS features, I want a cost-effective and efficient method for driver intention recognition that can be implemented and optimized for real-time use in various driving scenarios.",minimal,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm+GPT20b,
additional,A1,Gemini_1.5_flash,US9,"As a data privacy advocate, I want control over the data collected by AVs and ensure it's used responsibly and securely.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A1,Gemini_1.5_flash,US5,"As an environmentalist, I want AVs that are programmed for fuel efficiency and can reduce overall emissions and pollution in our cities.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A2,Llama 3.1 70b,US7,"As a parent, I want to receive alerts and notifications when my child experiences a physical-aggressive incident, so that I can provide immediate support and guidance.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A24,Llama 3.1 70b,US6,"As a developer, I want to design a unified modeling approach to simultaneously model topical aspects of papers, authors, and publication venues, so that I can provide a comprehensive view of the academic network.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A10,Gemini_1.5_flash,US9,"As a regulatory body, I want to evaluate the safety and effectiveness of this model before it is widely adopted for clinical use.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A5,Llama 3.1 70b,US2,"As a Residential Care Facility Staff Member, I want to use the GoCart robot to deliver meals to residents quickly and accurately so that I can improve the quality of care and resident satisfaction.",problem_oriented,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A13,Gemini_1.5_flash,US3,"As a neurologist, I want to use AI-DrugNet to explore potential treatment options for my patients with AD that could be readily available based on existing drugs.",problem_oriented,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A9,Llama 3.1 70b,US9,"As a patient, I want to benefit from a clinical decision support system that can provide timely and accurate diagnoses, reducing the risk of misdiagnosis and improving health outcomes.",problem_oriented,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A1,Gemini_1.5_flash,US2,"As a city planner, I want a traffic management system that uses AI and connected vehicles to optimize traffic flow and reduce congestion.",problem_oriented,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A15,Llama 3.1 70b,US1,"As a policymaker, I want to use machine learning technology to forecast income levels and identify areas of high poverty, so that I can develop targeted interventions to reduce economic inequality.",problem_oriented,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A9,Gemini_1.5_flash,US9,"As a user of the system, I want a user-friendly interface that allows me to easily input patient data and receive clear results.",problem_oriented,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
additional,A1,Llama 3.1 70b,US6,"As a fleet manager, I want to reduce fuel consumption and emissions by using Autonomous Vehicles (AVs), so that I can minimize my organization's environmental footprint and save on fuel costs.",problem_oriented,0,1,0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A16,Gemini_1.5_flash,US2,"As a nurse in the neonatal intensive care unit, I want a system that can continuously monitor newborn cries and alert me to any concerning changes.",problem_oriented,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A2,Llama 3.1 70b,US7,"As a parent, I want to receive alerts and notifications when my child experiences a physical-aggressive incident, so that I can provide immediate support and guidance.",problem_oriented,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A21,Llama 3.1 70b,US10,"As a researcher, I want to explore the broader implications of discrimination on online environments and the potential consequences for workers and society as a whole.",problem_oriented,1,1,1,OK,OK,FLAGGED,,,0.5,GPT120b,
additional,A1,Llama 3.1 70b,US2,"As an engineer, I want to design and develop Internet of Things (IoT) infrastructure that can collect and process data from various sources, including storage, actuation, sensing, advanced services, and communication technologies, so that I can enable the transformation towards fully smart Autonomous Vehicles (AVs).",problem_oriented,1,1,1,OK,OK,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A13,O1_mini,US2,"As a pharmaceutical researcher, I want to leverage the deep learning-based prediction framework, so that I can discover effective drug combinations for treating complex neurological disorders.",problem_oriented,1,1,1,OK,OK,FLAGGED,,,0.5,GPT120b,
additional,A20,O1_mini,US6,"As a researcher, I want to analyze the influence of the Big Five personality traits on drug abuse, so that I can contribute to the academic understanding of addiction behaviors.",unambiguous,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A20,Llama 3.1 70b,US3,"As a data analyst, I want to access the drug consumption data from the UCI database so that I can analyze it and identify patterns related to drug abuse.",unambiguous,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A4,O1_mini,US1,"As a military commander, I want autonomous drones to conduct reconnaissance missions, so that I can gather real-time intelligence without risking personnel.",unambiguous,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A12,O1_mini,US7,"As a grant writer, I want to utilize the FVVI’s standardized risk assessments, so that I can secure funding for targeted violence prevention programs.",unambiguous,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A16,Gemini_1.5_flash,US1,"As a pediatrician, I want a non-invasive tool that can analyze a newborn's cry and help me identify potential health issues early on.",unambiguous,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A6,Llama 3.1 70b,US10,"As a regulatory body, I want to establish standards and guidelines for the development and testing of personalized ADAS to ensure their safety and effectiveness on public roads.",unambiguous,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A13,O1_mini,US10,"As a biotech entrepreneur, I want to implement the AI-DrugNet framework in my startup, so that I can accelerate the discovery of innovative drug therapies for neurological and developmental disorders.",unambiguous,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A16,O1_mini,US9,"As a parent advocate, I want the NCDS to provide early detection of potential health issues in newborns, so that parents can receive timely interventions and support.",unambiguous,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A1,O1_mini,US7,"As an environmental advocate, I want the AV to reduce emissions through AI-optimized routes, so that it contributes to a cleaner environment.
",unambiguous,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A11,O1_mini,US10,"As a competitive analyst, I want the digital twin to include comparison capabilities with state-of-the-art image-to-image translation methods, so that I can assess its performance against industry standards.",unambiguous,1,0,1,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A17,Gemini_1.5_flash,US9,"As a medical device marketer, I need to highlight the capabilities of our new sleep apnea prediction technology, focusing on its accuracy and the benefits it offers to both patients and clinicians.",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A12,Llama 3.1 70b,US6,"As a policy maker, I want to use the FVVI to identify population characteristics that have the greatest impact on firearm violence, such as historical third grade math scores and having a parent jailed during childhood, so that I can develop targeted interventions.",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A3,O1_mini,US5,"As a user, I want aggressive content to be minimized on my Twitter feed, so my online experience is safer and more positive.
",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A5,Gemini_1.5_flash,US9,"As a facility manager, I want to be able to easily adapt the robot to different areas and tasks within the facility.",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A20,O1_mini,US4,"As a policymaker, I want to understand the impact of sensation seeking and environmental factors on drug abuse, so that I can develop effective policies to mitigate these risks.",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A16,O1_mini,US4,"As a researcher, I want to include diverse pathologies in the unhealthy newborn group, so that the NCDS can handle real-world diagnostic scenarios.",uniform,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A13,Llama 3.1 70b,US2,"As a pharmaceutical company, I want to use a deep learning-based framework to identify potential drug combinations for AD, so that I can accelerate the development of therapeutic efficacy for this disease.",uniform,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A10,Llama 3.1 70b,US3,"As a researcher, I want to develop a solution that uses a generic physiological model to generate informative features for a Support Vector Regression model, so that I can improve the accuracy of blood glucose level predictions.",uniform,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A18,Llama 3.1 70b,US6,"As a researcher, I want to compare the area under the curve (AUC) between different CNN models to determine the most accurate method for classifying TB disease, so that I can improve the performance of the system.",uniform,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A13,Llama 3.1 70b,US4,"As a data scientist, I want to generate integrated features for each drug-combination by incorporating drug-target features and relationship information between drug-drug, target-target, and drug-target, so that I can train a robust AI model for drug discovery.",uniform,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A24,O1_mini,US2,"As a digital library manager, I want to integrate publication data into the academic network, so that the system provides a comprehensive view of research outputs.",well_formed,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A7,Gemini_1.5_flash,US6,"As a user of the mental health prediction tool, I want to be informed about the limitations of the tool and understand that it's not a replacement for professional diagnosis.",well_formed,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A12,O1_mini,US1,"As a public health official, I want to use the Firearm Violence Vulnerability Index (FVVI) to identify high-risk communities, so that I can target prevention efforts effectively.",well_formed,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A20,Gemini_1.5_flash,US1,"As a healthcare professional, I want to input a person's personality traits (Big Five), sensation seeking scores, impulsivity measures, and demographic information into a system to predict their likelihood of drug abuse.",well_formed,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A20,Llama 3.1 70b,US9,"As a public health official, I want to use machine learning models to identify high-risk individuals for drug abuse so that I can target prevention and intervention efforts effectively.",well_formed,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A4,Gemini_1.5_flash,US7,"As a defense contractor, I want to develop AI-powered weapons systems that operate with high precision and minimize civilian casualties.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A23,Gemini_1.5_flash,US8,"As a developer of metasearch engines, I want to use PAWS to aggregate results from different search engines while providing users with transparency about potential biases and emphasis.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A17,Llama 3.1 70b,US3,"As a system developer, I want to apply wavelet transform-based preprocessing to the physiological signals, so that I can improve the accuracy of the predictions made by the LAMSTAR artificial neural networks.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A8,Gemini_1.5_flash,US4,"As a developer of the anomaly detection system, I want to ensure the system can handle the continuous stream of data generated by wearable devices.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A12,Llama 3.1 70b,US9,"As a public health official, I want to disseminate the FVVI as a standardized risk tool to enhance firearm violence research and resource allocation, and to inform evidence-based prevention strategies.",minimal,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A2,O1_mini,US2,"As a teacher, I want daily reports on students' aggression levels from wearable sensors, so I can implement effective classroom strategies.
",atomic,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A20,Gemini_1.5_flash,US9,"As a policy maker, I want to use the system's insights on the impact of environmental factors to develop targeted prevention strategies for drug abuse.",atomic,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A24,Gemini_1.5_flash,US4,"As a student, I want to easily find relevant publications and researchers for my research projects and assignments.",atomic,1,1,1,OK,OK,FLAGGED,,,1.0,GPT120b+DSv3,
additional,A14,Gemini_1.5_flash,US2,"As a city planner, I want to use the system to analyze historical and predicted ridership data to optimize taxi stand locations and traffic flow management.",atomic,1,1,1,OK,OK,FLAGGED,,,1.0,GPT120b+DSv3,
additional,A14,Llama 3.1 70b,US6,"As a data scientist, I want to use the XGboost model to estimate the total number of taxis needed to dispatch to meet demand, given a specific time window and location, so that I can provide actionable insights to taxi companies and city planners.",atomic,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A22,Llama 3.1 70b,US7,"As a client, I want the assessment framework to not only use current information about the freelancer but also utilize their past job performance so that I can get a more accurate picture of their abilities.",conceptually_sound,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A18,Gemini_1.5_flash,US9,"As an ethicist, I want to see clear guidelines and safeguards in place to ensure responsible use of this technology, protecting patient privacy and data security.",conceptually_sound,0,0,0,OK,OK,FLAGGED,,,0.5,,
additional,A16,O1_mini,US4,"As a researcher, I want to include diverse pathologies in the unhealthy newborn group, so that the NCDS can handle real-world diagnostic scenarios.",conceptually_sound,0,0,0,OK,OK,FLAGGED,,,0.5,,
additional,A24,O1_mini,US10,"As a research evaluator, I want empirical evaluations of the system’s methods, so that I can trust the accuracy and reliability of the academic network data provided.",conceptually_sound,0,0,0,OK,OK,FLAGGED,,,0.5,,
additional,A11,Llama 3.1 70b,US1,"As a researcher, I want to be able to train the digital twin model using paired data (digital templates and corresponding printed images) so that I can evaluate its performance in generating and predicting printed CDP.",conceptually_sound,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A13,O1_mini,US6,"As a pharmacologist, I want the prediction framework to generalize to other diseases, so that I can apply the same methodology to discover drug combinations for various complex conditions.",estimatable,1,1,1,OK,OK,FLAGGED,,,0.333,DSTerm,
additional,A8,Llama 3.1 70b,US5,"As a researcher, I want to develop an anomaly detection system using unsupervised clustering techniques, such as K-means and K-medoids partitioning, to identify unusual patterns in data.",estimatable,1,1,1,OK,OK,FLAGGED,,,0.667,DSTerm+GPT120b,
additional,A6,O1_mini,US8,"As a regulatory compliance officer, I want the personalized ADAS to meet all safety standards, so that the system is legally approved for use in vehicles.
",estimatable,1,1,1,OK,OK,FLAGGED,,,0.333,DSTerm,
additional,A7,Llama 3.1 70b,US1,"As a mental health professional, I want to use machine learning algorithms to predict the onset of mental illness in individuals to provide early intervention and support.",estimatable,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
additional,A24,Llama 3.1 70b,US8,"As a system administrator, I want to ensure that the system can handle a large volume of data and scale to accommodate a growing number of users, so that I can provide a reliable and efficient service.",estimatable,1,1,1,OK,OK,FLAGGED,,,0.667,DSTerm+GPT20b,
additional,A23,O1_mini,US3,"As a data scientist, I want to leverage PAWS to measure content emphasis across search engines, so that I can study the correlation between search rankings and content features.",problem_oriented,1,1,0,OK,OK,FLAGGED,,,1.0,GPT120b+GPT20b,
additional,A10,O1_mini,US10,"As a quality assurance specialist, I want to test the precision of the prediction model in various scenarios, so I can minimize false alarms and ensure patient safety.",problem_oriented,0,0,1,OK,OK,FLAGGED,,,1.0,,
additional,A10,Gemini_1.5_flash,US6,"As a health insurance provider, I want to see if this model can be used to reduce the risk of complications and hospitalizations for people with diabetes.",problem_oriented,1,1,1,OK,OK,FLAGGED,,,0.5,GPT120b,
additional,A9,Llama 3.1 70b,US8,"As a researcher, I want to evaluate the effectiveness of the proposed method using real-world datasets, such as Cleveland and Statlog, to demonstrate its feasibility and accuracy in heart disease diagnosis.",problem_oriented,1,1,1,OK,OK,FLAGGED,,,0.5,GPT120b,
additional,A1,O1_mini,US7,"As an environmental advocate, I want the AV to reduce emissions through AI-optimized routes, so that it contributes to a cleaner environment.
",problem_oriented,1,1,1,OK,OK,FLAGGED,,,0.5,GPT120b,
additional,A3,O1_mini,US10,"As a cybersecurity analyst, I want the system to detect and report coordinated aggressive campaigns, so I can mitigate large-scale harassment or abuse efforts effectively.
",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A14,Gemini_1.5_flash,US7,"As a data scientist, I want the system to allow for the integration of additional data sources (e.g., weather, special events) to potentially improve the accuracy of ridership predictions.",unambiguous,0,0,0,OK,OK,FLAGGED,,,1.0,,
additional,A17,Gemini_1.5_flash,US7,"As a healthcare policy advisor, I want to understand the potential impact of predictive technologies on managing sleep apnea, to advocate for funding and research that support non-invasive management strategies.",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A1,O1_mini,US3,"As a driver, I want the AV to predict and prevent collisions using AI, so that accidents are significantly reduced.
",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
additional,A1,Llama 3.1 70b,US10,"As a commuter, I want to benefit from the reduced traffic congestion and parking needs that Autonomous Vehicles (AVs) can provide, so that I can save time and reduce stress during my daily commute.",unambiguous,1,1,1,OK,OK,FLAGGED,,,1.0,DSTerm,
